unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_km,fare,tips,payment_type,company,pickup_location,dropoff_location
FI-3756,I-634,2022-10-15 17:00:00+00:00,2022-10-15 17:00:00+00:00,1.2874720000000002,6.75,3.0,Credit Card,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6188683546 41.8909220259)
FI-3757,F-397,2022-10-15 17:30:00+00:00,2022-10-15 18:00:00+00:00,6.598293999999999,17.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6494887289 41.9226862843)
DP-2116,D-16,2022-10-15 18:15:00+00:00,2022-10-15 18:15:00+00:00,0.5,3.25,2.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.913624596 41.9802643146)
FI-3758,F-410,2022-10-15 18:30:00+00:00,2022-10-15 19:00:00+00:00,3.5405480000000003,11.25,2.9,Credit Card,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6221729369 41.8706073724)
DP-2117,P-237,2022-10-15 18:30:00+00:00,2022-10-15 19:15:00+00:00,29.289988,46.5,12.75,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
DP-2118,D-163,2022-10-15 19:15:00+00:00,2022-10-15 19:45:00+00:00,6.276426,13.75,3.8,Credit Card,Deluc Porter,POINT (-87.6251921424 41.8788655841),POINT (-87.667569312 41.8502663663)
DP-2119,D-205,2022-10-15 20:00:00+00:00,2022-10-15 20:15:00+00:00,5.149888000000001,13.0,2.7,Credit Card,Deluc Porter,POINT (-87.6635175498 41.874005383),POINT (-87.6763559892 41.9012069941)
FI-3759,I-490,2022-10-15 20:45:00+00:00,2022-10-15 21:00:00+00:00,1.60934,7.75,4.0,Credit Card,Federway Int.,POINT (-87.6207628651 41.8983317935),POINT (-87.6209929134 41.8849871918)
DP-2120,D-51,2022-10-17 13:00:00+00:00,2022-10-17 13:30:00+00:00,27.841582,43.0,10.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6378442095 41.8932163595)
FI-3760,F-425,2022-10-17 17:15:00+00:00,2022-10-17 17:15:00+00:00,0.6437360000000001,4.5,3.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6241352979 41.8492467545)
FI-3761,I-450,2022-10-17 17:30:00+00:00,2022-10-17 17:45:00+00:00,4.506151999999999,11.0,3.4,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6209929134 41.8849871918)
FI-3762,F-555,2022-10-17 18:15:00+00:00,2022-10-17 18:15:00+00:00,1.770274,7.75,2.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6188683546 41.8909220259)
FI-3763,F-527,2022-10-17 18:45:00+00:00,2022-10-17 18:45:00+00:00,0.80467,5.0,2.0,Credit Card,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6318639497 41.8920421365)
FI-3764,I-421,2022-10-17 19:15:00+00:00,2022-10-17 19:15:00+00:00,3.21868,9.5,2.0,Credit Card,Federway Int.,POINT (-87.6197106717 41.8950334495),POINT (-87.6314065252 41.8710158803)
FI-3765,I-573,2022-10-17 21:15:00+00:00,2022-10-17 21:15:00+00:00,4.184284,10.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.667569312 41.8502663663)
FI-3766,F-602,2022-10-18 19:00:00+00:00,2022-10-18 19:00:00+00:00,3.862416,9.25,0.0,Cash,Federway Int.,POINT (-87.6203346241 41.8571838585),POINT (-87.6487879519 41.8361501547)
FI-3767,I-429,2022-10-18 21:00:00+00:00,2022-10-18 21:00:00+00:00,1.60934,6.25,0.0,Cash,Federway Int.,POINT (-87.6288741572 41.8920726347),POINT (-87.6327464887 41.8809944707)
FI-3768,I-545,2022-10-18 21:30:00+00:00,2022-10-18 21:45:00+00:00,1.60934,6.25,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-3769,F-527,2022-10-18 21:45:00+00:00,2022-10-18 22:00:00+00:00,5.149888000000001,12.75,2.85,Credit Card,Federway Int.,POINT (-87.6318639497 41.8920421365),POINT (-87.6173580061 41.859349715)
DP-2121,S-117,2022-10-19 16:45:00+00:00,2022-10-19 17:45:00+00:00,28.646252,45.75,10.05,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6262105324 41.8991556134)
FI-3770,F-591,2022-10-19 17:15:00+00:00,2022-10-19 17:30:00+00:00,4.82802,13.5,0.0,Cash,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.642648998 41.8792550844)
FI-3771,F-582,2022-10-19 17:30:00+00:00,2022-10-19 17:45:00+00:00,1.770274,7.0,0.0,Cash,Federway Int.,POINT (-87.642648998 41.8792550844),POINT (-87.6327464887 41.8809944707)
FI-3772,F-489,2022-10-19 18:00:00+00:00,2022-10-19 18:00:00+00:00,1.448406,6.5,2.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6288741572 41.8920726347)
FI-3773,F-397,2022-10-19 18:15:00+00:00,2022-10-19 18:30:00+00:00,1.2874720000000002,5.5,2.0,Credit Card,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6327464887 41.8809944707)
FI-3774,F-546,2022-10-19 18:30:00+00:00,2022-10-19 18:45:00+00:00,1.770274,8.0,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6209929134 41.8849871918)
FI-3775,F-546,2022-10-19 19:00:00+00:00,2022-10-19 19:15:00+00:00,0.6437360000000001,4.75,0.71,Credit Card,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6314065252 41.8710158803)
DP-2122,D-193,2022-10-19 19:30:00+00:00,2022-10-19 20:15:00+00:00,30.57746,46.5,12.75,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6173580061 41.859349715)
DP-2123,S-61,2022-10-19 20:15:00+00:00,2022-10-19 20:30:00+00:00,1.60934,6.75,2.0,Credit Card,Deluc Porter,POINT (-87.6327464887 41.8809944707),POINT (-87.6318639497 41.8920421365)
FI-3776,F-591,2022-10-19 20:45:00+00:00,2022-10-19 21:00:00+00:00,9.65604,17.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6559981815 41.9442266014)
FI-3777,F-427,2022-10-20 13:45:00+00:00,2022-10-20 13:45:00+00:00,4.02335,10.0,0.0,Cash,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6219716519 41.8774061234)
DP-2124,S-9,2022-10-20 14:45:00+00:00,2022-10-20 14:45:00+00:00,5.471756,11.5,0.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.8773053996 41.9827750091)
FI-3778,I-545,2022-10-20 15:15:00+00:00,2022-10-20 15:30:00+00:00,1.931208,6.75,0.0,Cash,Federway Int.,POINT (-87.6207628651 41.8983317935),POINT (-87.6209929134 41.8849871918)
DP-2125,P-153,2022-10-20 15:45:00+00:00,2022-10-20 16:30:00+00:00,29.933724,45.75,10.05,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
FI-3779,I-580,2022-10-20 15:45:00+00:00,2022-10-20 16:00:00+00:00,2.735878,8.25,1.25,Credit Card,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6572331997 41.8852813201)
FI-3780,I-570,2022-10-20 16:00:00+00:00,2022-10-20 16:00:00+00:00,1.1265379999999998,5.25,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6378442095 41.8932163595)
FI-3781,F-610,2022-10-20 16:15:00+00:00,2022-10-20 16:15:00+00:00,1.448406,5.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
DP-2126,D-178,2022-10-20 16:30:00+00:00,2022-10-20 16:45:00+00:00,2.253076,7.5,0.0,Cash,Deluc Porter,POINT (-87.6209929134 41.8849871918),POINT (-87.642648998 41.8792550844)
FI-3782,F-591,2022-10-20 16:30:00+00:00,2022-10-20 16:45:00+00:00,15.449664,27.0,5.5,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6634164054 41.9867117999)
DP-2127,D-128,2022-10-20 16:45:00+00:00,2022-10-20 16:45:00+00:00,1.2874720000000002,6.0,0.0,Cash,Deluc Porter,POINT (-87.6327464887 41.8809944707),POINT (-87.6209929134 41.8849871918)
DP-2128,S-182,2022-10-20 17:00:00+00:00,2022-10-20 18:00:00+00:00,27.841582,44.25,10.0,Credit Card,Deluc Porter,POINT (-87.642648998 41.8792550844),POINT (-87.9030396611 41.9790708201)
DP-2129,D-229,2022-10-20 17:00:00+00:00,2022-10-20 17:00:00+00:00,2.253076,7.0,2.0,Credit Card,Deluc Porter,POINT (-87.6209929134 41.8849871918),POINT (-87.6327464887 41.8809944707)
FI-3783,I-580,2022-10-20 17:45:00+00:00,2022-10-20 18:00:00+00:00,1.448406,6.5,3.0,Credit Card,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6209929134 41.8849871918)
FI-3784,I-385,2022-10-20 18:00:00+00:00,2022-10-20 18:15:00+00:00,1.60934,7.75,2.0,Credit Card,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6327464887 41.8809944707)
FI-3785,F-591,2022-10-20 18:30:00+00:00,2022-10-20 18:45:00+00:00,4.506151999999999,10.75,2.45,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6188683546 41.8909220259)
DP-2130,D-47,2022-10-21 12:00:00+00:00,2022-10-21 12:30:00+00:00,20.760486,34.75,5.0,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6558787862 41.96581197)
DP-2131,D-128,2022-10-21 18:00:00+00:00,2022-10-21 18:00:00+00:00,5.149888000000001,11.25,0.0,Cash,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.8773053996 41.9827750091)
DP-2132,D-184,2022-10-21 18:30:00+00:00,2022-10-21 19:45:00+00:00,28.485318,46.75,5.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6327464887 41.8809944707)
DP-2133,S-228,2022-10-21 20:30:00+00:00,2022-10-21 21:30:00+00:00,40.2335,62.25,13.35,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.592310855 41.794090253)
DP-2134,P-173,2022-10-22 11:30:00+00:00,2022-10-22 12:00:00+00:00,27.35878,43.5,9.8,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6188683546 41.8909220259)
DP-2135,D-193,2022-10-22 13:30:00+00:00,2022-10-22 14:15:00+00:00,27.35878,44.25,5.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6207628651 41.8983317935)
DP-2136,D-205,2022-10-22 15:00:00+00:00,2022-10-22 15:15:00+00:00,1.931208,10.0,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
DP-2137,P-167,2022-10-22 15:30:00+00:00,2022-10-22 15:45:00+00:00,3.379614,10.25,0.0,Cash,Deluc Porter,POINT (-87.6428084655 41.8853000224),POINT (-87.6262105324 41.8991556134)
DP-2138,P-80,2022-10-22 16:45:00+00:00,2022-10-22 18:00:00+00:00,29.129054000000004,47.75,10.65,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
FI-3786,I-622,2022-10-22 18:15:00+00:00,2022-10-22 18:15:00+00:00,1.2874720000000002,5.75,1.0,Credit Card,Federway Int.,POINT (-87.6262149064 41.8925077809),POINT (-87.6209929134 41.8849871918)
FI-3787,F-602,2022-10-22 18:30:00+00:00,2022-10-22 18:30:00+00:00,2.735878,8.5,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6378442095 41.8932163595)
FI-3788,F-605,2022-10-22 19:30:00+00:00,2022-10-22 19:30:00+00:00,4.184284,10.25,2.1,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6327464887 41.8809944707)
FI-3789,F-427,2022-10-22 20:45:00+00:00,2022-10-22 21:00:00+00:00,2.896812,8.5,0.5,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6763559892 41.9012069941)
FI-3790,I-622,2022-10-22 21:30:00+00:00,2022-10-22 21:30:00+00:00,4.506151999999999,9.75,0.0,Cash,Federway Int.,POINT (-87.6203346241 41.8571838585),POINT (-87.6487879519 41.8361501547)
FI-3791,I-619,2022-10-22 22:30:00+00:00,2022-10-22 22:30:00+00:00,2.735878,7.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-3792,F-527,2022-10-22 23:00:00+00:00,2022-10-22 23:15:00+00:00,3.379614,11.0,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
FI-3793,I-490,2022-10-22 23:15:00+00:00,2022-10-22 23:30:00+00:00,4.667085999999999,11.75,2.65,Credit Card,Federway Int.,POINT (-87.6572331997 41.8852813201),POINT (-87.6173580061 41.859349715)
FI-3794,I-573,2022-10-23 00:00:00+00:00,2022-10-23 00:00:00+00:00,1.2874720000000002,5.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
DP-2139,P-76,2022-10-23 13:15:00+00:00,2022-10-23 14:00:00+00:00,23.979166,40.25,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
DP-2140,S-172,2022-10-23 14:45:00+00:00,2022-10-23 15:00:00+00:00,5.63269,13.5,2.8,Credit Card,Deluc Porter,POINT (-87.6333080367 41.899602111),POINT (-87.6203346241 41.8571838585)
DP-2141,S-99,2022-10-23 15:45:00+00:00,2022-10-23 15:45:00+00:00,3.057746,8.0,3.0,Credit Card,Deluc Porter,POINT (-87.6221729369 41.8706073724),POINT (-87.6173580061 41.859349715)
DP-2142,P-234,2022-10-23 17:00:00+00:00,2022-10-23 17:00:00+00:00,1.931208,7.5,0.0,Cash,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6327464887 41.8809944707)
FI-3795,F-422,2022-10-23 17:15:00+00:00,2022-10-23 17:30:00+00:00,4.82802,12.0,4.2,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6262149064 41.8925077809)
FI-3796,I-433,2022-10-23 17:45:00+00:00,2022-10-23 18:15:00+00:00,5.63269,14.25,10.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6207628651 41.8983317935)
DP-2143,D-181,2022-10-23 18:00:00+00:00,2022-10-23 18:45:00+00:00,23.33543,38.25,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
FI-3797,F-591,2022-10-23 18:30:00+00:00,2022-10-23 19:00:00+00:00,5.310822,16.25,4.4,Credit Card,Federway Int.,POINT (-87.6241352979 41.8492467545),POINT (-87.6288741572 41.8920726347)
FI-3798,I-621,2022-10-23 20:30:00+00:00,2022-10-23 20:30:00+00:00,4.02335,9.5,3.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6219716519 41.8774061234)
FI-3799,I-634,2022-10-23 21:15:00+00:00,2022-10-23 21:15:00+00:00,3.379614,8.75,0.0,Cash,Federway Int.,POINT (-87.6241352979 41.8492467545),POINT (-87.6219716519 41.8774061234)
FI-3801,F-397,2022-10-23 21:30:00+00:00,2022-10-23 21:30:00+00:00,1.2874720000000002,5.5,2.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
FI-3802,F-397,2022-10-23 21:30:00+00:00,2022-10-23 21:30:00+00:00,0.160934,3.75,2.0,Credit Card,Federway Int.,POINT (-87.6188683546 41.8909220259),POINT (-87.6188683546 41.8909220259)
FI-3800,F-602,2022-10-23 21:30:00+00:00,2022-10-23 21:45:00+00:00,1.1265379999999998,5.75,0.0,Cash,Federway Int.,POINT (-87.6188683546 41.8909220259),POINT (-87.6261455896 41.9027880476)
DP-2144,S-7,2022-10-24 10:00:00+00:00,2022-10-24 11:15:00+00:00,34.118008,56.75,15.3,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6241352979 41.8492467545)
DP-2145,D-199,2022-10-24 11:45:00+00:00,2022-10-24 12:15:00+00:00,7.724831999999999,17.75,3.65,Credit Card,Deluc Porter,POINT (-87.6209929134 41.8849871918),POINT (-87.6173580061 41.859349715)
DP-2146,P-234,2022-10-24 12:15:00+00:00,2022-10-24 12:15:00+00:00,0.6437360000000001,5.0,0.2,Credit Card,Deluc Porter,POINT (-87.6173580061 41.859349715),POINT (-87.6241352979 41.8492467545)
DP-2147,S-155,2022-10-24 12:30:00+00:00,2022-10-24 13:00:00+00:00,2.896812,11.5,2.6,Credit Card,Deluc Porter,POINT (-87.6241352979 41.8492467545),POINT (-87.6241352979 41.8492467545)
DP-2148,P-153,2022-10-24 13:00:00+00:00,2022-10-24 13:00:00+00:00,4.9889540000000006,11.0,2.3,Credit Card,Deluc Porter,POINT (-87.6241352979 41.8492467545),POINT (-87.6262149064 41.8925077809)
FI-3803,I-536,2022-10-24 17:15:00+00:00,2022-10-24 17:30:00+00:00,4.506151999999999,11.5,2.3,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6428084655 41.8853000224)
FI-3804,I-433,2022-10-24 18:15:00+00:00,2022-10-24 18:30:00+00:00,4.667085999999999,14.25,0.0,Cash,Federway Int.,POINT (-87.6241352979 41.8492467545),POINT (-87.6188683546 41.8909220259)
FI-3805,I-407,2022-10-24 18:45:00+00:00,2022-10-24 19:00:00+00:00,3.862416,11.5,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6429586652 41.8679024175)
FI-3806,I-573,2022-10-24 20:15:00+00:00,2022-10-24 20:30:00+00:00,4.82802,11.25,0.0,Cash,Federway Int.,POINT (-87.6203346241 41.8571838585),POINT (-87.667569312 41.8502663663)
FI-3807,I-407,2022-10-24 21:00:00+00:00,2022-10-24 21:00:00+00:00,4.506151999999999,10.25,2.45,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6209929134 41.8849871918)
FI-3808,I-433,2022-10-24 21:15:00+00:00,2022-10-24 21:30:00+00:00,1.60934,6.0,4.0,Credit Card,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6262149064 41.8925077809)
FI-3809,F-489,2022-10-24 21:30:00+00:00,2022-10-24 21:30:00+00:00,1.931208,7.0,2.0,Credit Card,Federway Int.,POINT (-87.6262149064 41.8925077809),POINT (-87.6219716519 41.8774061234)
DP-2149,P-80,2022-10-25 10:15:00+00:00,2022-10-25 11:30:00+00:00,28.002516,47.0,0.0,Cash,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6188683546 41.8909220259)
DP-2150,S-117,2022-10-25 11:30:00+00:00,2022-10-25 11:45:00+00:00,4.9889540000000006,12.75,3.55,Credit Card,Deluc Porter,POINT (-87.6262149064 41.8925077809),POINT (-87.6241352979 41.8492467545)
DP-2151,P-76,2022-10-25 12:00:00+00:00,2022-10-25 12:30:00+00:00,15.610598,27.25,3.0,Credit Card,Deluc Porter,POINT (-87.6241352979 41.8492467545),POINT (-87.7509342894 41.785998518)
DP-2152,D-181,2022-10-25 13:00:00+00:00,2022-10-25 13:45:00+00:00,31.864932,49.75,10.85,Credit Card,Deluc Porter,POINT (-87.6173580061 41.859349715),POINT (-87.9030396611 41.9790708201)
FI-3810,F-546,2022-10-25 14:45:00+00:00,2022-10-25 15:00:00+00:00,4.9889540000000006,12.25,5.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6262149064 41.8925077809)
FI-3811,I-570,2022-10-25 14:45:00+00:00,2022-10-25 14:45:00+00:00,0.4828019999999999,5.0,0.0,Cash,Federway Int.,POINT (-87.6241352979 41.8492467545),POINT (-87.6173580061 41.859349715)
FI-3812,I-570,2022-10-25 15:15:00+00:00,2022-10-25 15:15:00+00:00,1.448406,6.25,0.0,Cash,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6314065252 41.8710158803)
FI-3813,F-397,2022-10-25 15:45:00+00:00,2022-10-25 17:00:00+00:00,31.703998,52.5,0.0,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.9030396611 41.9790708201)
FI-3814,I-537,2022-10-25 21:00:00+00:00,2022-10-25 21:30:00+00:00,12.391918,23.0,4.6,Credit Card,Federway Int.,POINT (-87.6203346241 41.8571838585),POINT (-87.6559981815 41.9442266014)
DP-2153,P-80,2022-10-26 11:15:00+00:00,2022-10-26 12:00:00+00:00,30.57746,46.75,12.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6221729369 41.8706073724)
FI-3815,F-510,2022-10-26 14:45:00+00:00,2022-10-26 15:30:00+00:00,32.830535999999995,51.0,10.6,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.9030396611 41.9790708201)
FI-3816,F-560,2022-10-26 17:00:00+00:00,2022-10-26 17:15:00+00:00,9.173238,18.25,0.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6186777673 41.8351179863)
FI-3817,F-619,2022-10-26 17:30:00+00:00,2022-10-26 18:00:00+00:00,5.63269,14.75,3.05,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6318639497 41.8920421365)
FI-3818,I-433,2022-10-26 18:15:00+00:00,2022-10-26 18:30:00+00:00,1.770274,6.75,2.0,Credit Card,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6314065252 41.8710158803)
FI-3819,I-433,2022-10-26 19:45:00+00:00,2022-10-26 20:00:00+00:00,4.345218,11.0,0.0,Cash,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.6209929134 41.8849871918)
FI-3820,I-545,2022-10-26 20:15:00+00:00,2022-10-26 20:15:00+00:00,2.41401,8.25,3.0,Credit Card,Federway Int.,POINT (-87.6262149064 41.8925077809),POINT (-87.6572331997 41.8852813201)
FI-3821,I-621,2022-10-27 16:30:00+00:00,2022-10-27 17:45:00+00:00,32.830535999999995,51.25,10.35,Credit Card,Federway Int.,POINT (-87.6173580061 41.859349715),POINT (-87.9030396611 41.9790708201)
SI-1645,I-258,2022-10-27 17:00:00+00:00,2022-10-27 17:00:00+00:00,0.5,3.25,0.0,Cash,Synctaxi Inc.,POINT (-87.6197106717 41.8950334495),POINT (-87.6197106717 41.8950334495)
FI-3822,I-570,2022-10-27 20:45:00+00:00,2022-10-27 20:45:00+00:00,1.931208,7.25,2.0,Credit Card,Federway Int.,POINT (-87.6188683546 41.8909220259),POINT (-87.6221729369 41.8706073724)
FI-3823,I-539,2022-10-27 21:30:00+00:00,2022-10-27 21:30:00+00:00,2.092142,7.0,3.0,Credit Card,Federway Int.,POINT (-87.6219716519 41.8774061234),POINT (-87.6173580061 41.859349715)
DP-2154,P-153,2022-10-28 17:00:00+00:00,2022-10-28 18:00:00+00:00,27.519714,43.75,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
FI-3824,F-397,2022-10-28 17:15:00+00:00,2022-10-28 17:30:00+00:00,1.770274,7.5,0.0,Cash,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6378442095 41.8932163595)
FI-3825,I-545,2022-10-28 19:00:00+00:00,2022-10-28 19:00:00+00:00,4.82802,11.25,2.9,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
DP-2155,S-172,2022-10-28 20:00:00+00:00,2022-10-28 20:45:00+00:00,32.025866,49.75,0.0,Credit Card,Deluc Porter,POINT (-87.9030396611 41.9790708201),POINT (-87.6173580061 41.859349715)
FI-3826,I-405,2022-10-28 21:00:00+00:00,2022-10-28 21:15:00+00:00,3.21868,8.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
FI-3827,F-613,2022-10-28 21:15:00+00:00,2022-10-28 21:30:00+00:00,1.448406,6.25,4.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-3828,F-410,2022-10-28 21:30:00+00:00,2022-10-28 21:45:00+00:00,1.60934,6.5,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6188683546 41.8909220259)
DP-2156,P-80,2022-10-29 12:30:00+00:00,2022-10-29 12:45:00+00:00,16.576202000000002,26.75,6.45,Credit Card,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.7234523905 41.9535821253)
DP-2157,P-234,2022-10-29 13:45:00+00:00,2022-10-29 14:15:00+00:00,19.955816,33.5,0.0,Cash,Deluc Porter,POINT (-87.913624596 41.9802643146),POINT (-87.6875155152 41.9751709433)
FI-3829,F-554,2022-10-29 17:30:00+00:00,2022-10-29 17:45:00+00:00,1.60934,8.5,0.0,Cash,Federway Int.,POINT (-87.6207628651 41.8983317935),POINT (-87.6207628651 41.8983317935)
FI-3830,F-422,2022-10-29 18:30:00+00:00,2022-10-29 18:45:00+00:00,2.253076,9.0,3.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-3831,I-490,2022-10-29 18:45:00+00:00,2022-10-29 18:45:00+00:00,0.321868,4.0,0.0,Cash,Federway Int.,POINT (-87.6207628651 41.8983317935),POINT (-87.6262105324 41.8991556134)
FI-3832,I-397,2022-10-29 19:00:00+00:00,2022-10-29 19:15:00+00:00,4.184284,11.0,2.5,Credit Card,Federway Int.,POINT (-87.6291051864 41.9002212967),POINT (-87.6753116216 41.906025969)
FI-3833,I-537,2022-10-30 17:15:00+00:00,2022-10-30 17:15:00+00:00,1.2874720000000002,5.75,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6428084655 41.8853000224)
FI-3834,I-433,2022-10-30 18:15:00+00:00,2022-10-30 18:15:00+00:00,1.931208,7.0,0.0,Cash,Federway Int.,POINT (-87.6209929134 41.8849871918),POINT (-87.6262105324 41.8991556134)
FI-3835,F-546,2022-10-30 18:30:00+00:00,2022-10-30 18:30:00+00:00,3.379614,9.75,3.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6203346241 41.8571838585)
SI-1646,S-280,2022-10-31 17:00:00+00:00,2022-10-31 17:45:00+00:00,28.646252,45.0,0.0,Cash,Synctaxi Inc.,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
SI-1647,S-196,2022-10-31 18:00:00+00:00,2022-10-31 18:00:00+00:00,0.160934,3.25,3.25,Credit Card,Synctaxi Inc.,POINT (-87.6219716519 41.8774061234),POINT (-87.6219716519 41.8774061234)
SI-1648,S-123,2022-10-31 18:15:00+00:00,2022-10-31 19:00:00+00:00,30.57746,47.75,0.0,Cash,Synctaxi Inc.,POINT (-87.6221729369 41.8706073724),POINT (-87.9030396611 41.9790708201)
SI-1650,S-187,2022-11-01 10:15:00+00:00,2022-11-01 10:15:00+00:00,0.5,4.0,0.0,Cash,Synctaxi Inc.,POINT (-87.7381418906 41.9498764323),POINT (-87.7381418906 41.9498764323)
