full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
Navy Midshipmen,Navy,Obi Uzoma,LB,75.0,231.0,JR,"WAKE FOREST, NC",NC,7274
Navy Midshipmen,Navy,Colin Osborne,RB,69.0,206.0,SO,"SYKESVILLE, MD",MD,7275
Navy Midshipmen,Navy,Paul Quessenberry,DE,74.0,251.0,JR,"CARLSBAD, CA",CA,7276
Navy Midshipmen,Navy,David Frechette,WR,72.0,185.0,SO,"ORANGE PARK, FL",FL,7277
Navy Midshipmen,Navy,Chris Johnson,LB,73.0,207.0,JR,"CAPE CORAL, FL",FL,7278
Navy Midshipmen,Navy,A.K. Akpunku,LB,75.0,238.0,SO,"ARLINGTON, TX",TX,7279
Navy Midshipmen,Navy,Calvin Cass,RB,70.0,200.0,FR,"SICKLERVILLE, NJ",NJ,7280
Navy Midshipmen,Navy,Will Huntsman,FB,70.0,198.0,SO,"SALT LAKE CITY, UT",UT,7281
Navy Midshipmen,Navy,Josiah Powell,LB,75.0,200.0,FR,"PROVIDENCE, KY",KY,7282
Navy Midshipmen,Navy,Bryson Garcia,WR,77.0,227.0,SO,"RAMONA, CA",CA,7283
Navy Midshipmen,Navy,Anthony Lewis,LB,72.0,229.0,JR,"OGDEN, UT",UT,7284
Navy Midshipmen,Navy,Don Pearson,LB,75.0,224.0,SO,"LAS VEGAS, NV",NV,7285
Navy Midshipmen,Navy,James Britton,LB,74.0,223.0,JR,"ROGERS, AR",AR,7286
Navy Midshipmen,Navy,Zach Laniewski,G,74.0,275.0,SR,"ENGLEWOOD, FL",FL,7287
Navy Midshipmen,Navy,DJ Sargenti,LB,73.0,216.0,SR,"RIDGEFIELD, NJ",NJ,7288
Navy Midshipmen,Navy,Cody Peterson,LB,75.0,228.0,SR,"OLYMPIA, WA",WA,7289
Navy Midshipmen,Navy,Tyler Goble,LB,73.0,228.0,SO,"PLYMOUTH, MI",MI,7290
Navy Midshipmen,Navy,Michael Tuimavave,LB,70.0,244.0,SR,"DALY CITY, CA",CA,7291
Navy Midshipmen,Navy,Blake Copeland,OT,76.0,258.0,SR,"MUSCLE SHOALS, AL",AL,7292
Navy Midshipmen,Navy,Joe Worth,LB,74.0,210.0,JR,"VALRICO, FL",FL,7293
Navy Midshipmen,Navy,E.K. Binns,G,75.0,287.0,SO,"CAPE CORAL, FL",FL,7294
Navy Midshipmen,Navy,Alex Brown,LB,75.0,239.0,FR,"WEST COLUMBIA, SC",SC,7295
Navy Midshipmen,Navy,Corin Cline,OT,75.0,260.0,FR,"GARLAND, TX",TX,7296
Navy Midshipmen,Navy,Evan Palelei,DE,75.0,247.0,SR,"LAS VEGAS, NV",NV,7297
Navy Midshipmen,Navy,Ryan Harris,LB,71.0,210.0,FR,"MISSION VIEJO, CA",CA,7298
Navy Midshipmen,Navy,Rex Montes,DE,77.0,222.0,SO,"GRAPEVINE, TX",TX,7299
Navy Midshipmen,Navy,Ben Tamburello,OT,74.0,275.0,SO,"HOOVER, AL",AL,7300
Navy Midshipmen,Navy,Brandon Greene,OT,75.0,257.0,SO,"HIGHLAND, CA",CA,7301
Navy Midshipmen,Navy,Bradyn Heap,OT,75.0,288.0,JR,"SOUTH JORDAN, UT",UT,7302
Navy Midshipmen,Navy,Blaze Ryder,C,71.0,265.0,SO,"KANEOHE, HI",HI,7303
Navy Midshipmen,Navy,Patrick Forrestal,NT,76.0,305.0,FR,"ALBANY, GA",GA,7304
Navy Midshipmen,Navy,Jake Zuzek,G,72.0,310.0,JR,"BROOKHAVEN, PA",PA,7305
Navy Midshipmen,Navy,Joey Gaston,OT,77.0,281.0,SO,"KNOXVILLE, TN",TN,7306
Navy Midshipmen,Navy,Cole Wright,DE,78.0,245.0,FR,"FORT MYERS, FL",FL,7307
Navy Midshipmen,Navy,Bradford Mills,OT,75.0,250.0,SO,"FORT LAUDERDALE, FL",FL,7308
Navy Midshipmen,Navy,Jeremiah Robbins,G,74.0,290.0,FR,"ARLINGTON, TX",TX,7309
Navy Midshipmen,Navy,Rob Dusz,NT,72.0,280.0,FR,"SCOTTSDALE, AZ",AZ,7310
Navy Midshipmen,Navy,Nathaniel Otto,OT,74.0,260.0,JR,"HOUSTON, TX",TX,7311
Navy Midshipmen,Navy,Peter Igras,DE,75.0,240.0,SO,"SCOTTSDALE, AZ",AZ,7312
Navy Midshipmen,Navy,Barry Dabney,NT,73.0,302.0,SR,"NASHVILLE, TN",TN,7313
Navy Midshipmen,Navy,Patrick Hoffman,OT,76.0,265.0,FR,"AUDUBON, PA",PA,7314
Navy Midshipmen,Navy,Maurice Morris,C,74.0,310.0,FR,"LA PORTE, TX",TX,7315
Navy Midshipmen,Navy,Graham Vickers,OT,73.0,254.0,SR,"DIAMOND BAR, CA",CA,7316
Navy Midshipmen,Navy,Cam Henson,DE,75.0,250.0,FR,"SNELLVILLE, GA",GA,7317
Navy Midshipmen,Navy,Thomas Stone,G,75.0,295.0,SR,"MELBOURNE, FL",FL,7318
Navy Midshipmen,Navy,Travis Bridges,NT,72.0,318.0,SR,"HOLLYWOOD, FL",FL,7319
Navy Midshipmen,Navy,Adam West,C,75.0,267.0,FR,"SPRING, TX",TX,7320
Navy Midshipmen,Navy,Sam Womack,OT,76.0,240.0,SR,"LAS VEGAS, NV",NV,7321
Navy Midshipmen,Navy,John Ferguson,DE,75.0,240.0,FR,"ARGYLE, TX",TX,7322
Navy Midshipmen,Navy,Eric Mahler,G,76.0,278.0,SR,"MATAWAN, NJ",NJ,7323
Navy Midshipmen,Navy,Tanner Fleming,C,74.0,276.0,JR,"DELTONA, FL",FL,7324
Navy Midshipmen,Navy,Blake Benjamin,OT,75.0,241.0,SO,"POMONA, CA",CA,7325
Navy Midshipmen,Navy,Andrew Martin,OT,76.0,272.0,FR,"DECATUR, AL",AL,7326
Navy Midshipmen,Navy,Bernard Sarra,NT,73.0,303.0,SO,"MONESSEN, PA",PA,7327
Navy Midshipmen,Navy,Kyle Cregge,G,74.0,291.0,JR,"ALPHARETTA, GA",GA,7328
Navy Midshipmen,Navy,Matthew Van Halanger,OT,75.0,259.0,SR,"ATHENS, GA",GA,7329
Navy Midshipmen,Navy,Hayden Maples,WR,73.0,195.0,SR,"RALEIGH, NC",NC,7330
Navy Midshipmen,Navy,Brendan Dudeck,WR,72.0,202.0,JR,"HAMILTON SQUARE, NJ",NJ,7331
Navy Midshipmen,Navy,Justin Haan,LS,74.0,211.0,SR,"BYRON CENTER, MI",MI,7332
Navy Midshipmen,Navy,Devin Crayton,WR,74.0,194.0,SO,"HELOTES, TX",TX,7333
Navy Midshipmen,Navy,Marc Meier,WR,70.0,180.0,SO,"CHESAPEAKE, VA",VA,7334
Navy Midshipmen,Navy,Brantley Horton,WR,74.0,179.0,SR,"CLEVELAND, NC",NC,7335
Navy Midshipmen,Navy,Amos Mason,LB,73.0,230.0,SR,"NASHVILLE, TN",TN,7336
Navy Midshipmen,Navy,Matt Aiken,WR,72.0,195.0,SR,"ROANOKE, VA",VA,7337
Navy Midshipmen,Navy,Nick McCrory,LB,72.0,221.0,SO,"SEADRIFT, TX",TX,7338
Navy Midshipmen,Navy,Zach Hester,LB,74.0,217.0,SO,"LANCASTER, KY",KY,7339
Navy Midshipmen,Navy,Jamir Tillman,WR,75.0,190.0,FR,"LAS VEGAS, NV",NV,7340
Navy Midshipmen,Navy,Shawn Lynch,WR,72.0,190.0,SR,"PELHAM, AL",AL,7341
Navy Midshipmen,Navy,Casey Bolena,WR,74.0,210.0,SR,"PHOENIX, AZ",AZ,7342
Navy Midshipmen,Navy,Ted Colburn,LB,74.0,225.0,SR,"NORTHPORT, AL",AL,7343
Navy Midshipmen,Navy,Thomas Wilson,WR,72.0,192.0,SO,"BRANDENBURG, KY",KY,7344
Navy Midshipmen,Navy,Will Anthony,DE,73.0,238.0,SO,"JACKSONVILLE, FL",FL,7345
Navy Midshipmen,Navy,Trey Fullilove,WR,72.0,186.0,FR,"BEDFORD, VA",VA,7346
Navy Midshipmen,Navy,Aaron Davis,DE,72.0,251.0,JR,"PEARLAND, TX",TX,7347
Navy Midshipmen,Navy,Kyle O'Connor,K,69.0,160.0,FR,"NEW BERN, NC",NC,7348
Navy Midshipmen,Navy,David Gordeuk,DE,75.0,236.0,SO,"PORT MATILDA, PA",PA,7349
Navy Midshipmen,Navy,Max Lee,K,73.0,185.0,FR,"SAN DIEGO, CA",CA,7350
Navy Midshipmen,Navy,Joe Cardona,LS,75.0,217.0,JR,"EL CAJON, CA",CA,7351
Navy Midshipmen,Navy,Josh Antol,LS,73.0,220.0,FR,"TRABUCO CANYON, CA",CA,7352
Navy Midshipmen,Navy,Vin Rider,NT,76.0,273.0,JR,"ATHENS, OH",OH,7353
Navy Midshipmen,Navy,Chris Nurthen,DE,75.0,260.0,JR,"PHOENIXVILLE, PA",PA,7354
Navy Midshipmen,Navy,Carter Shipley,DE,75.0,255.0,FR,"KISSIMMEE, FL",FL,7355
Navy Midshipmen,Navy,Austin Kurke,DE,77.0,235.0,FR,"EL SEGUNDO, CA",CA,7356
Navy Midshipmen,Navy,A.J. Barnaby,NT,73.0,283.0,JR,"DELTONA, FL",FL,7357
Navy Midshipmen,Navy,Sean Reaver,DE,75.0,245.0,SR,"THURMONT, MD",MD,7358
New Mexico State Aggies,New Mexico State,Travaughn Colwell,WR,75.0,202.0,JR,"MANVEL, TX",TX,7359
New Mexico State Aggies,New Mexico State,Winston Rose,CB,72.0,174.0,JR,"INGLEWOOD, CA",CA,7360
New Mexico State Aggies,New Mexico State,Gregory Hogan,WR,73.0,182.0,FR,"HOUSTON, TX",TX,7361
New Mexico State Aggies,New Mexico State,Trashaun Nixon,LB,73.0,235.0,SR,"OXNARD, CA",CA,7362
New Mexico State Aggies,New Mexico State,King Davis III,QB,73.0,200.0,FR,"MESQUITE, TX",TX,7363
New Mexico State Aggies,New Mexico State,Cameron Fuller,CB,71.0,175.0,SR,"RICHMOND, CA",CA,7364
New Mexico State Aggies,New Mexico State,Austin Franklin,WR,72.0,184.0,JR,"DALLAS, TX",TX,7365
New Mexico State Aggies,New Mexico State,Darien Johnson,CB,69.0,185.0,SR,"FONTANA, CA",CA,7366
New Mexico State Aggies,New Mexico State,George Callender,S,73.0,205.0,SR,"MIAMI, FL",FL,7367
New Mexico State Aggies,New Mexico State,Joseph Matthews,WR,74.0,203.0,JR,"TUCSON, AZ",AZ,7368
New Mexico State Aggies,New Mexico State,Joshua Bowen,WR,70.0,175.0,SO,"ALBUQUERQUE, NM",NM,7369
New Mexico State Aggies,New Mexico State,Dele Junaid,LB,74.0,219.0,SR,"HOUSTON, TX",TX,7370
New Mexico State Aggies,New Mexico State,Cayle Chapman-Brown,P,77.0,231.0,SR,"SYDNEY, FL",FL,7371
New Mexico State Aggies,New Mexico State,Adam Shapiro,WR,73.0,192.0,JR,"RIO RANCHO, NM",NM,7372
New Mexico State Aggies,New Mexico State,Barry Coffman,QB,75.0,200.0,FR,"ALBUQUERQUE, NM",NM,7373
New Mexico State Aggies,New Mexico State,Justin Smith,S,73.0,205.0,SR,"SAFFORD, AZ",AZ,7374
New Mexico State Aggies,New Mexico State,Evan Cavaliere,DB,73.0,190.0,SO,"ATLANTA, GA",GA,7375
New Mexico State Aggies,New Mexico State,Brennon Shay,WR,75.0,204.0,SR,"FARMINGTON, NM",NM,7376
New Mexico State Aggies,New Mexico State,Kedeem Thomas-Davis,DB,69.0,170.0,SO,"EL PASO, TX",TX,7377
New Mexico State Aggies,New Mexico State,Jordan Bergstrom,WR,71.0,180.0,JR,"PORTLAND, OR",OR,7378
New Mexico State Aggies,New Mexico State,Tre Wilcoxen,S,72.0,198.0,FR,"INGLEWOOD, CA",CA,7379
New Mexico State Aggies,New Mexico State,Bryan Bonilla,LB,73.0,240.0,SR,"POMONA, CA",CA,7380
New Mexico State Aggies,New Mexico State,Andrew McDonald,QB,74.0,205.0,SR,"NEWPORT BEACH, CA",CA,7381
New Mexico State Aggies,New Mexico State,Justin Allen,WR,72.0,190.0,JR,"HOUSTON, TX",TX,7382
New Mexico State Aggies,New Mexico State,Clint Barnard,LB,75.0,240.0,JR,"MELROSE, NM",NM,7383
New Mexico State Aggies,New Mexico State,Matt Jaramillo,DL,75.0,250.0,SO,"ALBUQUERQUE, NM",NM,7384
New Mexico State Aggies,New Mexico State,Anthony Joyner,TE,74.0,250.0,JR,"SAN DIEGO, CA",CA,7385
New Mexico State Aggies,New Mexico State,Kawe Johnson,DB,68.0,177.0,FR,"KAHUKU, HI",HI,7386
New Mexico State Aggies,New Mexico State,Jerrel Brown,WR,72.0,190.0,JR,"INGLEWOOD, CA",CA,7387
New Mexico State Aggies,New Mexico State,Maxwell Johnson,K,70.0,185.0,JR,"ASTORIA, OR",OR,7388
New Mexico State Aggies,New Mexico State,Brayden Price,QB,74.0,205.0,FR,"HOBBS, NM",NM,7389
New Mexico State Aggies,New Mexico State,Brenden Barker,CB,71.0,180.0,FR,"ALBUQUERQUE, NM",NM,7390
New Mexico State Aggies,New Mexico State,Xzavian Brandon,WR,75.0,185.0,SR,"DULUTH, GA",GA,7391
New Mexico State Aggies,New Mexico State,Samuel Oyenuga,CB,71.0,180.0,SO,"ROWLETT, TX",TX,7392
New Mexico State Aggies,New Mexico State,Brandon Betancourt,RB,70.0,187.0,JR,"LAS CRUCES, NM",NM,7393
New Mexico State Aggies,New Mexico State,Anthony Edwards,S,72.0,191.0,SR,"LANCASTER, CA",CA,7394
New Mexico State Aggies,New Mexico State,Xavier Hall,RB,68.0,182.0,FR,"LAS CRUCES, NM",NM,7395
New Mexico State Aggies,New Mexico State,Jerrion Burton,DB,71.0,163.0,FR,"RIALTO, CA",CA,7396
New Mexico State Aggies,New Mexico State,Jermichael Selders,RB,71.0,197.0,JR,"HOUSTON, TX",TX,7397
New Mexico State Aggies,New Mexico State,Josh Smith,LB,72.0,227.0,SR,"INGLEWOOD, CA",CA,7398
New Mexico State Aggies,New Mexico State,Marquette Washington,RB,70.0,215.0,FR,"FONTANA, CA",CA,7399
New Mexico State Aggies,New Mexico State,Germi Morrison,RB,72.0,207.0,SR,"PANORAMA CITY, CA",CA,7400
New Mexico State Aggies,New Mexico State,Thomas Warren,CB,71.0,175.0,FR,"PHOENIX, AZ",AZ,7401
New Mexico State Aggies,New Mexico State,Chris Jinna,CB,72.0,175.0,SR,"WEST COVINA, CA",CA,7402
New Mexico State Aggies,New Mexico State,Lewis Hill,CB,70.0,175.0,SO,"FRISCO, TX",TX,7403
New Mexico State Aggies,New Mexico State,Yolandus Pratt,RB,68.0,198.0,SR,"HIGH POINT, NC",NC,7404
New Mexico State Aggies,New Mexico State,Davis Cazares,S,72.0,203.0,SR,"MONROVIA, CA",CA,7405
New Mexico State Aggies,New Mexico State,Dylan Davis,LB,72.0,230.0,SR,"VENTURA, CA",CA,7406
New Mexico State Aggies,New Mexico State,Jesse Forte,LB,71.0,200.0,JR,"ATLANTA, GA",GA,7407
New Mexico State Aggies,New Mexico State,Zachery Baker,LB,73.0,220.0,JR,"LAS CRUCES, NM",NM,7408
New Mexico State Aggies,New Mexico State,Gino Satriana,P,70.0,180.0,SO,"RIO RANCHO, NM",NM,7409
New Mexico State Aggies,New Mexico State,Noah Brown,LB,73.0,235.0,SO,"LOS LUNAS, NM",NM,7410
New Mexico State Aggies,New Mexico State,Jeremy Fielder,RB,67.0,186.0,SR,"SAFFORD, AZ",AZ,7411
New Mexico State Aggies,New Mexico State,Isaac Leon,LB,70.0,200.0,SO,"ALBUQUERQUE, NM",NM,7412
New Mexico State Aggies,New Mexico State,Miles Washington,CB,69.0,155.0,FR,"LOS ANGELES, CA",CA,7413
New Mexico State Aggies,New Mexico State,Robert Wagner,LB,73.0,234.0,FR,"ONTARIO, CA",CA,7414
New Mexico State Aggies,New Mexico State,Brock Baca,K,70.0,215.0,SO,"LAS CRUCES, NM",NM,7415
New Mexico State Aggies,New Mexico State,Jake Capraro,P,73.0,215.0,SR,"CLAREMONT, CA",CA,7416
New Mexico State Aggies,New Mexico State,Andrew Zapien,LS,70.0,221.0,SO,"LAS CRUCES, NM",NM,7417
New Mexico State Aggies,New Mexico State,Mike Kaiser,LS,74.0,247.0,SR,"CARLSBAD, CA",CA,7418
New Mexico State Aggies,New Mexico State,Dalton Rocha,LB,73.0,232.0,FR,"VENTURA, CA",CA,7419
New Mexico State Aggies,New Mexico State,Dior Moore,LB,73.0,222.0,JR,"LAS VEGAS, NV",NV,7420
New Mexico State Aggies,New Mexico State,Chance Roberts,DL,76.0,243.0,SR,"LOS LUNAS, NM",NM,7421
New Mexico State Aggies,New Mexico State,Kalei Auelua,DE,74.0,240.0,FR,"HONOLULU, HI",HI,7422
New Mexico State Aggies,New Mexico State,Larry Butler,LB,72.0,233.0,JR,"BATON ROUGE, LA",LA,7423
New Mexico State Aggies,New Mexico State,Abram Holland,OL,74.0,270.0,FR,"RIO RANCHO, NM",NM,7424
New Mexico State Aggies,New Mexico State,Thomas McGwire,OL,77.0,282.0,FR,"RANCHO CUCAMONGA, CA",CA,7425
New Mexico State Aggies,New Mexico State,Jay Eakins,DE,74.0,275.0,JR,"APPLE VALLEY, CA",CA,7426
New Mexico State Aggies,New Mexico State,Jay Easkins,LB,0.0,0.0,SR,--,--,7427
New Mexico State Aggies,New Mexico State,Rodney Butler,LB,73.0,212.0,FR,"PALM SPRINGS, CA",CA,7428
New Mexico State Aggies,New Mexico State,Spence Ueli-Faatoalia,OL,73.0,308.0,FR,"LA MIRADA, CA",CA,7429
New Mexico State Aggies,New Mexico State,Valerian Ume-Ezeoke,OL,75.0,295.0,JR,"GARLAND, TX",TX,7430
New Mexico State Aggies,New Mexico State,Kevin Laudermill,DL,74.0,277.0,SR,"LOS ANGELES, CA",CA,7431
New Mexico State Aggies,New Mexico State,Hector Cazales,LB,71.0,225.0,JR,"LOS ANGELES, CA",CA,7432
New Mexico State Aggies,New Mexico State,Andrew Kenney,LS,72.0,222.0,FR,"CHANDLER, AZ",AZ,7433
New Mexico State Aggies,New Mexico State,Isaiah Folasa-Lutui,OL,75.0,309.0,SO,"CORONA, CA",CA,7434
New Mexico State Aggies,New Mexico State,Ryan Arbelaez,OL,73.0,295.0,JR,"SAN DIEGO, CA",CA,7435
New Mexico State Aggies,New Mexico State,Dada Richards,OL,75.0,307.0,SR,"PITTSBURG, CA",CA,7436
New Mexico State Aggies,New Mexico State,Alexander Trujillo,OL,74.0,285.0,SO,"SPRING, TX",TX,7437
New Mexico State Aggies,New Mexico State,Andy Cunningham,OL,75.0,308.0,SO,"FRISCO, TX",TX,7438
New Mexico State Aggies,New Mexico State,Dustin Lamb,OL,78.0,320.0,FR,"LINDSAY, CA",CA,7439
New Mexico State Aggies,New Mexico State,Peter Foreman,OL,76.0,295.0,SO,"HOUSTON, TX",TX,7440
New Mexico State Aggies,New Mexico State,Davonte Wallace,OL,76.0,315.0,SR,"EL PASO, TX",TX,7441
New Mexico State Aggies,New Mexico State,Antonio Ortega,OL,75.0,293.0,FR,"VADO, NM",NM,7442
New Mexico State Aggies,New Mexico State,Houston Clemente,OL,76.0,303.0,SO,"HONOLULU, HI",HI,7443
New Mexico State Aggies,New Mexico State,Perris Scoggins,TE,75.0,242.0,SR,"FONTANA, CA",CA,7444
New Mexico State Aggies,New Mexico State,James Ooten,WR,75.0,180.0,FR,"PERRIS, CA",CA,7445
New Mexico State Aggies,New Mexico State,Teldrick Morgan,WR,72.0,185.0,SO,"HANOVER, MD",MD,7446
New Mexico State Aggies,New Mexico State,Zach Jones,TE,76.0,260.0,FR,"HIGHLANDS RANCH, CO",CO,7447
New Mexico State Aggies,New Mexico State,Preston Schollander,TE,72.0,200.0,FR,"LOS LUNAS, NM",NM,7448
New Mexico State Aggies,New Mexico State,Rayvean Moore,WR,70.0,168.0,FR,"TUCSON, AZ",AZ,7449
New Mexico State Aggies,New Mexico State,Prentavious Morehead,WR,75.0,165.0,FR,"DALLAS, TX",TX,7450
New Mexico State Aggies,New Mexico State,Joe Cordova,WR,80.0,251.0,SR,"MARIETTA, GA",GA,7451
New Mexico State Aggies,New Mexico State,Andrew Dean,TE,75.0,244.0,JR,"CAMARILLO, CA",CA,7452
New Mexico State Aggies,New Mexico State,Nick Oliva,DL,77.0,255.0,SR,"SAUGUS, CA",CA,7453
New Mexico State Aggies,New Mexico State,Kalvin Cruz,DL,74.0,274.0,SR,"LITTLETON, CO",CO,7454
New Mexico State Aggies,New Mexico State,Mason Russell,DL,77.0,260.0,SR,"TURLOCK, CA",CA,7455
New Mexico State Aggies,New Mexico State,Matt Ramondo,DL,77.0,310.0,SO,"LAS CRUCES, NM",NM,7456
New Mexico State Aggies,New Mexico State,Inuka Rhaheed,DL,74.0,285.0,SO,"FORT PIERCE, FL",FL,7457
New Mexico State Aggies,New Mexico State,Willie Mobley,DE,74.0,282.0,SR,"EDEN PRAIRIE, MN",MN,7458
New Mexico State Aggies,New Mexico State,Stephen Meredith,DL,75.0,240.0,SO,"GARDEN GROVE, CA",CA,7459
Notre Dame Fighting Irish,Notre Dame,Greg Bryant,RB,70.0,204.0,FR,"DELRAY BEACH, FL",FL,7460
Notre Dame Fighting Irish,Notre Dame,Louis Nix III,DL,75.0,357.0,SR,"JACKSONVILLE, FL",FL,7461
Notre Dame Fighting Irish,Notre Dame,Chris Brown,WR,74.0,191.0,SO,"HANAHAN, SC",SC,7462
Notre Dame Fighting Irish,Notre Dame,Bennett Jackson,CB,73.0,195.0,SR,"HAZLET, NJ",NJ,7463
Notre Dame Fighting Irish,Notre Dame,Amir Carlisle,RB,70.0,190.0,JR,"SANTA CLARA, CA",CA,7464
Notre Dame Fighting Irish,Notre Dame,George Atkinson III,RB,74.0,220.0,JR,"STOCKTON, CA",CA,7465
Notre Dame Fighting Irish,Notre Dame,Everett Golson,QB,73.0,185.0,SR,"MYRTLE BEACH, SC",SC,7466
Notre Dame Fighting Irish,Notre Dame,Charlie Fiessinger,QB,73.0,190.0,JR,"MASON, OH",OH,7467
Notre Dame Fighting Irish,Notre Dame,KeiVarae Russell,CB,71.0,190.0,SO,"EVERETT, WA",WA,7468
Notre Dame Fighting Irish,Notre Dame,TJ Jones,WR,72.0,195.0,SR,"ROSWELL, GA",GA,7469
Notre Dame Fighting Irish,Notre Dame,Stephon Tuitt,DL,79.0,322.0,JR,"MONROE, GA",GA,7470
Notre Dame Fighting Irish,Notre Dame,Kendall Moore,LB,73.0,251.0,SR,"RALEIGH, NC",NC,7471
Notre Dame Fighting Irish,Notre Dame,Malik Zaire,QB,73.0,208.0,FR,"KETTERING, OH",OH,7472
Notre Dame Fighting Irish,Notre Dame,Mike Heuerman,TE,76.0,225.0,FR,"NAPLES, FL",FL,7473
Notre Dame Fighting Irish,Notre Dame,Jaylon Smith,LB,75.0,230.0,FR,"FORT WAYNE, IN",IN,7474
Notre Dame Fighting Irish,Notre Dame,DaVaris Daniels,WR,74.0,203.0,JR,"VERNON HILLS, IL",IL,7475
Notre Dame Fighting Irish,Notre Dame,Max Redfield,S,73.0,194.0,FR,"MISSION VIEJO, CA",CA,7476
Notre Dame Fighting Irish,Notre Dame,Tommy Rees,QB,74.0,215.0,SR,"LAKE FOREST, IL",IL,7477
Notre Dame Fighting Irish,Notre Dame,Ishaq Williams,LB,78.0,261.0,JR,"BROOKLYN, NY",NY,7478
Notre Dame Fighting Irish,Notre Dame,Devin Butler,CB,73.0,181.0,FR,"WASHINGTON, DC",DC,7479
Notre Dame Fighting Irish,Notre Dame,Andrew Hendrix,QB,74.0,226.0,SR,"CINCINNATI, OH",OH,7480
Notre Dame Fighting Irish,Notre Dame,Will Cronin,QB,71.0,180.0,SR,"ELMHURST, IL",IL,7481
Notre Dame Fighting Irish,Notre Dame,Danny Spond,LB,74.0,248.0,SR,"LITTLETON, CO",CO,7482
Notre Dame Fighting Irish,Notre Dame,Luke Massa,WR,76.0,237.0,SR,"CINCINNATI, OH",OH,7483
Notre Dame Fighting Irish,Notre Dame,William Fuller,WR,73.0,171.0,FR,"PHILADELPHIA, PA",PA,7484
Notre Dame Fighting Irish,Notre Dame,Eilar Hardy,S,72.0,201.0,JR,"REYNOLDSBURG, OH",OH,7485
Notre Dame Fighting Irish,Notre Dame,Torii Hunter Jr.,WR,73.0,178.0,FR,"PROSPER, TX",TX,7486
Notre Dame Fighting Irish,Notre Dame,James Onwualu,WR,73.0,215.0,FR,"SAINT PAUL, MN",MN,7487
Notre Dame Fighting Irish,Notre Dame,Ben Koyack,TE,77.0,261.0,JR,"OIL CITY, PA",PA,7488
Notre Dame Fighting Irish,Notre Dame,Doug Randolph,LB,74.0,233.0,FR,"RICHMOND, VA",VA,7489
Notre Dame Fighting Irish,Notre Dame,C.J. Prosise,WR,77.0,220.0,SO,"PETERSBURG, VA",VA,7490
Notre Dame Fighting Irish,Notre Dame,Jalen Brown,CB,73.0,202.0,JR,"IRVING, TX",TX,7491
Notre Dame Fighting Irish,Notre Dame,Elijah Shumate,S,73.0,213.0,SO,"EAST ORANGE, NJ",NJ,7492
Notre Dame Fighting Irish,Notre Dame,Lo Wood,CB,71.0,194.0,SR,"APOPKA, FL",FL,7493
Notre Dame Fighting Irish,Notre Dame,Josh Atkinson,CB,73.0,197.0,JR,"STOCKTON, CA",CA,7494
Notre Dame Fighting Irish,Notre Dame,Tarean Folston,RB,70.0,207.0,FR,"COCOA, FL",FL,7495
Notre Dame Fighting Irish,Notre Dame,Rashad Kinlaw,CB,71.0,182.0,FR,"GALLOWAY, NJ",NJ,7496
Notre Dame Fighting Irish,Notre Dame,Kyle Brindza,K,73.0,236.0,JR,"CANTON, MI",MI,7497
Notre Dame Fighting Irish,Notre Dame,Austin Collinsworth,S,73.0,205.0,SR,"FORT THOMAS, KY",KY,7498
Notre Dame Fighting Irish,Notre Dame,Nicky Baratti,S,73.0,206.0,SO,"TOMBALL, TX",TX,7499
Notre Dame Fighting Irish,Notre Dame,Ben Councell,LB,77.0,254.0,JR,"ASHEVILLE, NC",NC,7500
Notre Dame Fighting Irish,Notre Dame,John Turner,S,77.0,212.0,SO,"INDIANAPOLIS, IN",IN,7501
Notre Dame Fighting Irish,Notre Dame,Will Mahone,RB,71.0,214.0,SO,"AUSTINTOWN, OH",OH,7502
Notre Dame Fighting Irish,Notre Dame,Cam McDaniel,RB,70.0,207.0,JR,"COPPELL, TX",TX,7503
Notre Dame Fighting Irish,Notre Dame,Jesse Bongiovi,CB,70.0,183.0,FR,"BROOKLYN, NY",NY,7504
Notre Dame Fighting Irish,Notre Dame,Joe Romano,CB,69.0,180.0,SR,"RIVER FOREST, IL",IL,7505
Notre Dame Fighting Irish,Notre Dame,Cole Luke,CB,71.0,184.0,FR,"CHANDLER, AZ",AZ,7506
Notre Dame Fighting Irish,Notre Dame,Eric Lee,WR,68.0,180.0,JR,"WEST DES MOINES, IA",IA,7507
Notre Dame Fighting Irish,Notre Dame,Nick Fitzpatrick,WR,68.0,170.0,SR,"MISHAWAKA, IN",IN,7508
Notre Dame Fighting Irish,Notre Dame,Joe Schmidt,LB,73.0,230.0,JR,"ORANGE, CA",CA,7509
Notre Dame Fighting Irish,Notre Dame,Drew Recker,S,73.0,205.0,FR,"LINDENHURST, IL",IL,7510
Notre Dame Fighting Irish,Notre Dame,Jude Rhodes,K,70.0,180.0,SR,--,--,7511
Notre Dame Fighting Irish,Notre Dame,Nick Tausch,K,73.0,195.0,SR,"PLANO, TX",TX,7512
Notre Dame Fighting Irish,Notre Dame,Matthias Farley,S,71.0,204.0,JR,"CHARLOTTE, NC",NC,7513
Notre Dame Fighting Irish,Notre Dame,Michael Deeb,LB,74.0,242.0,FR,"PLANTATION, FL",FL,7514
Notre Dame Fighting Irish,Notre Dame,John Chereson,K,69.0,170.0,FR,"ERIE, PA",PA,7515
