 Age , Gender , Income_Level , Marital_Status , Education_Level , Occupation , Purchase_Category , Purchase_Amount , Frequency_of_Purchase , Purchase_Channel , Brand_Loyalty , Product_Rating , Time_Spent_on_Product_Research(hours) , Social_Media_Influence , Discount_Sensitivity , Return_Rate , Customer_Satisfaction , Engagement_with_Ads , Device_Used_for_Shopping , Payment_Method , Time_of_Purchase , Discount_Used , Customer_Loyalty_Program_Member , Purchase_Intent , Shipping_Preference , Time_to_Decision 
,Female,High,Single,Master's,High,Office Supplies,$338.89 ,7.0,,4.0,2.0,1.0,Low,Somewhat Sensitive,2.0,6.0,,Desktop,Credit Card,5/21/2024,True,True,Wants-based,Express,3.0
26.0,Male,High,Married,High School,High,Gardening & Outdoors,$222.63 ,3.0,Mixed,1.0,1.0,0.0,Medium,Somewhat Sensitive,2.0,2.0,,Tablet,Cash,3/23/2024,False,True,Impulsive,Express,6.0
26.0,Male,High,Married,,High,Toys & Games,$71.95 ,2.0,Mixed,3.0,5.0,2.0,,Very Sensitive,2.0,10.0,,Desktop,Debit Card,9/22/2024,False,True,Planned,No Preference,13.0
,Male,High,Divorced,High School,Middle,Software & Apps,$264.52 ,9.0,Online,3.0,3.0,1.0,,Not Sensitive,0.0,10.0,,Smartphone,Debit Card,4/2/2024,True,True,Planned,No Preference,6.0
43.0,Male,High,Divorced,High School,High,Food & Beverages,$414.80 ,9.0,Mixed,2.0,3.0,2.0,Low,Very Sensitive,2.0,9.0,,,PayPal,1/30/2024,False,True,Planned,No Preference,7.0
50.0,Male,Middle,Single,Bachelor's,High,Groceries,$50.79 ,12.0,Mixed,5.0,1.0,0.0,Medium,Somewhat Sensitive,0.0,2.0,Medium,Desktop,,5/28/2024,True,False,Planned,Standard,3.0
42.0,Female,Middle,Married,High School,Middle,Hotels,$264.30 ,10.0,In-Store,5.0,4.0,1.0,Low,Not Sensitive,2.0,2.0,High,Smartphone,PayPal,8/20/2024,True,True,Planned,No Preference,5.0
29.0,Male,High,Married,Bachelor's,Middle,Animal Feed,$122.46 ,12.0,Mixed,2.0,3.0,,High,Not Sensitive,0.0,3.0,Low,Tablet,Credit Card,2/15/2024,False,True,Wants-based,Standard,6.0
20.0,Male,Middle,Widowed,High School,Middle,Software & Apps,$238.01 ,8.0,In-Store,2.0,2.0,0.0,High,Somewhat Sensitive,0.0,9.0,Low,,Cash,7/13/2024,False,True,Need-based,,5.0
40.0,Non-binary,,Married,Master's,Middle,,$490.34 ,4.0,In-Store,5.0,2.0,,,Not Sensitive,2.0,7.0,High,Tablet,Other,,False,True,,No Preference,
,Male,High,Divorced,Bachelor's,Middle,Jewelry & Accessories,$245.98 ,4.0,Mixed,5.0,1.0,,High,Not Sensitive,0.0,1.0,Medium,Desktop,PayPal,11/29/2024,False,False,Planned,Standard,10.0
45.0,Polygender,Middle,Widowed,High School,High,Hotels,$390.83 ,9.0,Online,5.0,5.0,0.0,Medium,Somewhat Sensitive,0.0,5.0,High,Desktop,Cash,10/28/2024,False,True,Impulsive,,8.0
,Male,High,Widowed,High School,Middle,Jewelry & Accessories,$158.84 ,6.0,Online,2.0,1.0,1.0,,Not Sensitive,1.0,8.0,Low,Desktop,Cash,7/12/2024,True,True,Need-based,,5.0
37.0,Male,Middle,Single,High School,Middle,Baby Products,$439.24 ,8.0,Mixed,3.0,3.0,1.0,High,Somewhat Sensitive,2.0,9.0,Medium,Tablet,Other,7/26/2024,False,False,Wants-based,Standard,
23.0,Polygender,Middle,Widowed,Master's,High,Toys & Games,,12.0,Mixed,4.0,1.0,0.0,,Somewhat Sensitive,2.0,9.0,,,Other,12/5/2024,False,True,Need-based,Standard,6.0
48.0,Female,,Married,Master's,Middle,Clothing,$333.15 ,9.0,Mixed,1.0,5.0,1.0,High,Very Sensitive,1.0,8.0,High,Smartphone,Other,8/12/2024,False,False,Impulsive,Standard,14.0
19.0,Male,Middle,Divorced,Master's,Middle,Luxury Goods,$64.22 ,9.0,Online,1.0,1.0,2.0,High,Somewhat Sensitive,1.0,9.0,Medium,Smartphone,PayPal,1/2/2024,True,False,Impulsive,No Preference,10.0
46.0,Female,,Single,High School,High,Home Appliances,$290.53 ,3.0,Online,3.0,2.0,1.0,Low,Very Sensitive,0.0,6.0,High,Desktop,Debit Card,11/4/2024,True,False,Planned,No Preference,10.0
39.0,,Middle,Divorced,Bachelor's,High,Baby Products,$251.80 ,6.0,Mixed,5.0,1.0,2.0,High,Very Sensitive,1.0,8.0,Low,Smartphone,Debit Card,7/5/2024,True,True,Impulsive,No Preference,11.0
27.0,Polygender,Middle,Divorced,Master's,Middle,Sports & Outdoors,$480.52 ,,Online,5.0,4.0,2.0,Low,Somewhat Sensitive,1.0,5.0,,Smartphone,Cash,4/30/2024,False,False,Planned,No Preference,13.0
28.0,Female,Middle,Married,High School,High,Packages),$461.71 ,,Mixed,3.0,1.0,0.0,Low,Not Sensitive,0.0,9.0,High,Smartphone,Cash,2/16/2024,False,False,Planned,Standard,11.0
50.0,Female,High,Married,High School,Middle,Software & Apps,$288.34 ,12.0,Mixed,5.0,2.0,2.0,,Very Sensitive,0.0,8.0,Low,Tablet,Cash,,False,False,Need-based,Express,6.0
19.0,Female,High,Divorced,Bachelor's,High,Gardening & Outdoors,$194.08 ,3.0,In-Store,5.0,5.0,1.0,Low,Not Sensitive,0.0,,,Smartphone,PayPal,10/27/2024,True,True,Wants-based,Standard,13.0
27.0,Agender,Middle,Widowed,High School,High,Travel & Leisure (Flights,$198.45 ,11.0,Online,3.0,5.0,1.0,,Not Sensitive,2.0,8.0,High,Tablet,PayPal,5/4/2024,True,False,Wants-based,No Preference,5.0
,Male,High,Married,Master's,Middle,Baby Products,$216.45 ,5.0,,5.0,2.0,0.0,Medium,Very Sensitive,,7.0,Low,Tablet,Credit Card,10/31/2024,False,,Need-based,No Preference,
19.0,Female,High,Widowed,Bachelor's,High,Baby Products,,5.0,,3.0,5.0,1.0,Low,Very Sensitive,0.0,8.0,Low,Tablet,Credit Card,2/6/2024,True,True,Impulsive,Standard,12.0
22.0,Female,Middle,Widowed,Bachelor's,High,Luxury Goods,$367.56 ,9.0,Online,4.0,5.0,1.0,,Not Sensitive,0.0,8.0,Low,Smartphone,Other,7/18/2024,False,False,Need-based,Standard,
40.0,Male,Middle,Divorced,,High,Clothing,$88.78 ,10.0,Online,5.0,3.0,0.0,High,Very Sensitive,1.0,7.0,Medium,Desktop,PayPal,1/6/2024,False,False,Planned,Standard,13.0
48.0,Male,Middle,Married,Bachelor's,,Food & Beverages,$465.85 ,10.0,Online,5.0,3.0,2.0,,Somewhat Sensitive,,10.0,Medium,Desktop,PayPal,4/4/2024,True,False,Wants-based,Standard,
49.0,Male,Middle,Married,,High,Clothing,$262.61 ,3.0,In-Store,2.0,5.0,1.0,Medium,Somewhat Sensitive,0.0,10.0,Medium,Smartphone,Other,2/28/2024,False,True,Wants-based,Standard,6.0
,Agender,Middle,Widowed,Master's,Middle,,$91.24 ,8.0,In-Store,4.0,3.0,0.0,High,Somewhat Sensitive,0.0,4.0,Low,Tablet,Cash,10/28/2024,True,False,Wants-based,Standard,4.0
42.0,Female,High,Married,High School,High,Luxury Goods,$425.69 ,5.0,In-Store,2.0,5.0,0.0,High,Very Sensitive,0.0,4.0,Medium,Tablet,Credit Card,6/21/2024,False,True,Impulsive,No Preference,4.0
41.0,Female,High,Married,Bachelor's,High,Packages),$446.11 ,9.0,Mixed,3.0,1.0,1.0,Medium,Very Sensitive,0.0,10.0,Medium,Desktop,PayPal,6/6/2024,True,True,,Express,11.0
23.0,Bigender,High,,High School,High,Software & Apps,$490.11 ,8.0,Online,3.0,4.0,2.0,Low,Not Sensitive,1.0,1.0,Low,Smartphone,Other,12/24/2024,,False,Planned,Standard,14.0
44.0,Female,High,Divorced,High School,Middle,Sports & Outdoors,$403.57 ,6.0,Online,2.0,2.0,2.0,High,Not Sensitive,2.0,2.0,,,Other,11/14/2024,False,False,Impulsive,Express,1.0
42.0,Female,High,Married,Bachelor's,Middle,Packages),$442.15 ,10.0,Mixed,2.0,3.0,1.0,High,Not Sensitive,2.0,1.0,,Smartphone,Credit Card,12/18/2024,False,True,Need-based,No Preference,9.0
49.0,Female,Middle,Widowed,Bachelor's,High,Sports & Outdoors,$78.71 ,5.0,Online,4.0,3.0,1.0,,Somewhat Sensitive,1.0,10.0,Low,Smartphone,PayPal,4/10/2024,True,True,,No Preference,4.0
45.0,Female,Middle,Widowed,High School,High,,$491.51 ,2.0,Mixed,2.0,5.0,0.0,Medium,Very Sensitive,1.0,1.0,High,Smartphone,PayPal,12/6/2024,True,,Need-based,No Preference,7.0
36.0,Female,Middle,Single,Bachelor's,Middle,Furniture,$457.39 ,12.0,In-Store,1.0,1.0,1.0,High,Not Sensitive,1.0,5.0,High,Desktop,Credit Card,10/29/2024,True,False,Impulsive,Standard,9.0
38.0,Female,High,Divorced,High School,High,Food & Beverages,$178.61 ,12.0,Online,5.0,1.0,2.0,High,Not Sensitive,0.0,3.0,,Smartphone,Credit Card,7/10/2024,True,,Impulsive,No Preference,8.0
44.0,Male,Middle,Single,High School,Middle,Health Care,$492.51 ,7.0,Online,1.0,4.0,1.0,Low,Not Sensitive,0.0,2.0,Medium,Desktop,PayPal,1/30/2024,True,True,Wants-based,Standard,4.0
37.0,Agender,High,,Bachelor's,High,Home Appliances,$411.40 ,3.0,In-Store,1.0,3.0,0.0,High,Somewhat Sensitive,2.0,9.0,,,PayPal,8/12/2024,True,False,Impulsive,Standard,6.0
,Male,Middle,Divorced,Master's,High,Clothing,$96.52 ,11.0,In-Store,5.0,3.0,2.0,Low,Not Sensitive,1.0,,,Tablet,Cash,3/17/2024,False,False,Planned,Standard,11.0
34.0,Male,High,Married,High School,Middle,Mobile Accessories,$65.45 ,6.0,In-Store,2.0,4.0,1.0,High,Very Sensitive,0.0,2.0,Medium,Smartphone,Credit Card,9/21/2024,True,True,Impulsive,,
23.0,Male,Middle,Single,High School,Middle,Health Care,$255.86 ,3.0,Online,4.0,5.0,2.0,High,Very Sensitive,0.0,1.0,Low,Tablet,PayPal,3/25/2024,True,False,Planned,No Preference,4.0
35.0,Male,High,Divorced,Bachelor's,High,Furniture,,10.0,In-Store,5.0,3.0,1.0,Low,Somewhat Sensitive,0.0,6.0,Medium,,PayPal,11/12/2024,False,True,Need-based,No Preference,3.0
45.0,Male,Middle,Widowed,Master's,Middle,Home Appliances,$430.75 ,8.0,Mixed,3.0,4.0,2.0,Low,Very Sensitive,1.0,5.0,,Tablet,Cash,4/6/2024,False,False,Need-based,No Preference,6.0
38.0,Male,High,Widowed,Master's,High,Software & Apps,$370.17 ,2.0,Mixed,5.0,,2.0,Medium,Not Sensitive,1.0,9.0,Low,,Cash,11/23/2024,False,True,Need-based,Express,1.0
25.0,Male,Middle,Divorced,Master's,High,Electronics,,6.0,Mixed,4.0,2.0,1.0,High,Not Sensitive,0.0,9.0,Medium,Smartphone,PayPal,7/11/2024,False,True,Need-based,No Preference,11.0
26.0,Male,Middle,Married,Master's,Middle,Home Appliances,$128.01 ,2.0,,4.0,,1.0,Medium,Somewhat Sensitive,0.0,1.0,High,Smartphone,Debit Card,4/17/2024,True,False,Need-based,No Preference,10.0
46.0,Female,High,Married,,High,Luxury Goods,$301.40 ,4.0,Online,5.0,3.0,0.0,Medium,Somewhat Sensitive,0.0,5.0,,Desktop,Debit Card,9/14/2024,False,True,Planned,Standard,5.0
18.0,Female,High,Single,High School,,Health Supplements,,6.0,Mixed,5.0,2.0,1.0,Low,Not Sensitive,1.0,,,Desktop,Cash,8/8/2024,False,True,Wants-based,No Preference,2.0
46.0,Male,Middle,Divorced,High School,Middle,Gardening & Outdoors,$96.18 ,3.0,Mixed,3.0,4.0,0.0,,Somewhat Sensitive,,9.0,Medium,Smartphone,Cash,5/5/2024,False,False,Planned,Express,10.0
19.0,Female,High,Divorced,Bachelor's,High,Baby Products,$390.44 ,4.0,Mixed,5.0,1.0,0.0,Medium,Very Sensitive,0.0,4.0,High,Desktop,Other,2/15/2024,True,False,Need-based,Standard,4.0
37.0,Female,Middle,Single,Bachelor's,Middle,Health Care,$61.50 ,11.0,Mixed,4.0,2.0,0.0,Medium,Very Sensitive,0.0,1.0,High,Smartphone,Other,1/26/2024,True,True,Planned,Express,8.0
35.0,Female,Middle,Divorced,High School,High,Office Supplies,$234.44 ,6.0,In-Store,3.0,5.0,2.0,Medium,Very Sensitive,0.0,1.0,High,Desktop,Other,5/23/2024,False,True,Impulsive,Express,5.0
43.0,Male,Middle,Single,Master's,Middle,Toys & Games,$318.84 ,6.0,Online,1.0,1.0,2.0,Low,Very Sensitive,0.0,4.0,High,Tablet,Other,4/20/2024,False,True,Wants-based,Standard,10.0
28.0,Male,Middle,Single,Master's,High,Toys & Games,$327.32 ,6.0,Mixed,4.0,5.0,0.0,,Somewhat Sensitive,0.0,4.0,High,Tablet,Other,6/9/2024,True,True,Impulsive,Express,13.0
25.0,Male,Middle,Divorced,,,Books,$475.64 ,3.0,Online,3.0,4.0,1.0,Low,Very Sensitive,1.0,2.0,Medium,Smartphone,PayPal,2/15/2024,True,True,,Standard,9.0
47.0,Male,High,Widowed,Master's,Middle,Hotels,$68.59 ,9.0,Mixed,3.0,4.0,0.0,Medium,Somewhat Sensitive,2.0,5.0,,Smartphone,PayPal,4/18/2024,False,True,Wants-based,,5.0
45.0,Polygender,Middle,Divorced,Bachelor's,Middle,,$133.04 ,12.0,Online,1.0,3.0,2.0,High,Not Sensitive,2.0,6.0,,Desktop,Cash,7/7/2024,,,Impulsive,Standard,11.0
24.0,Non-binary,High,Married,High School,Middle,Luxury Goods,$196.63 ,9.0,Online,4.0,2.0,2.0,Medium,Somewhat Sensitive,1.0,6.0,Low,Tablet,Other,12/15/2024,,False,Need-based,No Preference,7.0
30.0,Male,Middle,Divorced,Bachelor's,High,Home Appliances,$473.96 ,12.0,In-Store,2.0,1.0,1.0,Medium,Somewhat Sensitive,2.0,9.0,,Tablet,PayPal,7/28/2024,True,False,Impulsive,Express,14.0
24.0,Female,High,Married,High School,Middle,Luxury Goods,$472.52 ,8.0,Online,2.0,4.0,0.0,Low,Somewhat Sensitive,2.0,8.0,Medium,Tablet,Cash,,False,True,Planned,No Preference,14.0
,Female,Middle,Married,Bachelor's,Middle,Baby Products,$335.80 ,9.0,Mixed,3.0,5.0,1.0,,Somewhat Sensitive,2.0,7.0,,Smartphone,Debit Card,2/10/2024,True,False,Wants-based,Standard,5.0
,Male,Middle,Single,High School,High,Luxury Goods,$85.57 ,12.0,In-Store,2.0,1.0,1.0,Low,Very Sensitive,2.0,4.0,Medium,Tablet,,8/31/2024,True,True,Planned,No Preference,9.0
44.0,Bigender,Middle,Single,Master's,Middle,Beauty & Personal Care,,11.0,Mixed,5.0,5.0,0.0,,Very Sensitive,1.0,2.0,Medium,Smartphone,PayPal,7/16/2024,False,False,,No Preference,10.0
26.0,Male,Middle,Divorced,,Middle,Food & Beverages,$172.50 ,8.0,Online,1.0,3.0,0.0,Medium,Somewhat Sensitive,0.0,8.0,Low,Desktop,Credit Card,7/19/2024,True,False,Impulsive,No Preference,7.0
18.0,Female,High,Single,High School,Middle,Electronics,$212.80 ,6.0,Mixed,3.0,,2.0,,Very Sensitive,1.0,7.0,High,Tablet,Credit Card,5/17/2024,,True,Planned,Standard,1.0
,Female,Middle,Married,Bachelor's,High,Baby Products,$324.41 ,7.0,Mixed,4.0,4.0,1.0,,Not Sensitive,0.0,5.0,Medium,Tablet,Debit Card,4/29/2024,True,True,,No Preference,4.0
36.0,,High,Widowed,High School,Middle,Travel & Leisure (Flights,$342.39 ,8.0,In-Store,1.0,5.0,2.0,Low,Very Sensitive,2.0,3.0,High,Desktop,Other,1/4/2024,False,False,Need-based,Standard,9.0
23.0,Female,High,Divorced,Bachelor's,High,Health Care,$446.86 ,9.0,In-Store,2.0,1.0,2.0,,Very Sensitive,0.0,2.0,Medium,Desktop,,11/7/2024,False,False,Wants-based,No Preference,5.0
49.0,Male,High,Divorced,Master's,High,Electronics,$463.15 ,3.0,Mixed,1.0,1.0,1.0,,Somewhat Sensitive,1.0,9.0,High,Smartphone,Debit Card,4/25/2024,True,True,Need-based,Standard,9.0
27.0,Female,High,Divorced,Bachelor's,High,Groceries,$122.99 ,12.0,,1.0,5.0,1.0,High,Very Sensitive,1.0,8.0,,Desktop,Cash,10/3/2024,True,False,Planned,No Preference,1.0
43.0,Male,High,Widowed,Master's,High,Beauty & Personal Care,$322.40 ,7.0,Mixed,4.0,2.0,1.0,Medium,Very Sensitive,2.0,3.0,Medium,Tablet,Cash,8/7/2024,True,True,Need-based,Express,2.0
19.0,Female,High,Married,High School,Middle,Health Care,$73.19 ,5.0,Mixed,2.0,5.0,1.0,Low,Not Sensitive,2.0,8.0,High,Smartphone,PayPal,4/11/2024,False,True,Need-based,No Preference,3.0
41.0,Female,Middle,Married,,High,Toys & Games,$279.08 ,10.0,Online,4.0,,1.0,High,Not Sensitive,,7.0,Medium,Smartphone,Credit Card,4/25/2024,False,True,Wants-based,No Preference,3.0
29.0,Female,Middle,Single,High School,Middle,Travel & Leisure (Flights,$478.85 ,10.0,In-Store,4.0,2.0,2.0,,Not Sensitive,2.0,2.0,,Desktop,Cash,4/28/2024,False,False,Planned,No Preference,4.0
25.0,Male,High,Widowed,Master's,High,Food & Beverages,$86.39 ,5.0,Mixed,4.0,5.0,1.0,High,Somewhat Sensitive,1.0,,Medium,Desktop,Debit Card,9/9/2024,False,False,Need-based,Standard,7.0
45.0,Male,High,Widowed,Bachelor's,Middle,Baby Products,$192.35 ,,Mixed,3.0,5.0,2.0,High,Not Sensitive,2.0,1.0,High,Smartphone,Credit Card,5/8/2024,True,False,Impulsive,Express,11.0
36.0,Female,Middle,Divorced,Bachelor's,High,Beauty & Personal Care,$235.32 ,7.0,Online,2.0,1.0,1.0,Medium,Very Sensitive,1.0,10.0,High,Desktop,PayPal,6/9/2024,False,True,Impulsive,Express,11.0
21.0,Female,High,Widowed,High School,High,Electronics,$212.63 ,8.0,Online,4.0,2.0,1.0,Low,Very Sensitive,0.0,4.0,High,,Debit Card,8/27/2024,False,True,Need-based,No Preference,6.0
47.0,Female,,Widowed,Master's,High,Food & Beverages,$246.63 ,,In-Store,2.0,3.0,1.0,,Somewhat Sensitive,2.0,3.0,,Tablet,,4/1/2024,True,False,Impulsive,Express,
26.0,Female,Middle,Widowed,Bachelor's,High,Toys & Games,$228.47 ,9.0,Online,3.0,,1.0,,Very Sensitive,1.0,7.0,,Desktop,Credit Card,8/29/2024,False,True,Impulsive,Express,12.0
,Female,Middle,Single,Master's,High,Gardening & Outdoors,$343.77 ,6.0,Online,4.0,3.0,2.0,Low,Somewhat Sensitive,2.0,9.0,High,Desktop,Cash,9/18/2024,True,True,Wants-based,Express,6.0
26.0,Bigender,,Married,Bachelor's,High,Groceries,$339.32 ,9.0,In-Store,2.0,4.0,0.0,Medium,Very Sensitive,1.0,4.0,High,Tablet,Other,9/5/2024,False,,Need-based,No Preference,7.0
34.0,Male,High,Divorced,Bachelor's,Middle,Clothing,,9.0,Mixed,5.0,4.0,0.0,Low,Somewhat Sensitive,2.0,3.0,High,Desktop,Cash,8/6/2024,False,True,Need-based,No Preference,7.0
48.0,Male,,Divorced,Master's,Middle,Toys & Games,$334.45 ,2.0,In-Store,2.0,5.0,0.0,Medium,Not Sensitive,2.0,9.0,High,Tablet,Credit Card,6/18/2024,True,False,Impulsive,No Preference,6.0
19.0,Male,High,Single,Bachelor's,Middle,Food & Beverages,$366.16 ,12.0,Mixed,4.0,4.0,2.0,Medium,Somewhat Sensitive,1.0,5.0,Low,Desktop,Credit Card,8/26/2024,False,False,Need-based,No Preference,4.0
37.0,Female,High,Widowed,Bachelor's,Middle,Groceries,$481.78 ,8.0,,5.0,2.0,0.0,Medium,Very Sensitive,2.0,4.0,Low,Tablet,Debit Card,4/24/2024,True,True,Wants-based,,1.0
23.0,Female,,Widowed,Bachelor's,Middle,Gardening & Outdoors,$131.48 ,8.0,Mixed,3.0,5.0,0.0,,Somewhat Sensitive,2.0,1.0,Low,Tablet,Credit Card,8/8/2024,True,,Wants-based,No Preference,12.0
34.0,Female,High,Widowed,Master's,High,Health Care,$402.86 ,11.0,In-Store,3.0,5.0,1.0,High,Not Sensitive,0.0,2.0,,Desktop,Cash,9/5/2024,False,False,Impulsive,Standard,8.0
42.0,Male,High,Single,Bachelor's,Middle,Gardening & Outdoors,$333.18 ,6.0,In-Store,1.0,1.0,0.0,Medium,Very Sensitive,2.0,,Low,Smartphone,Other,4/16/2024,True,False,Planned,Express,8.0
28.0,,High,Widowed,Master's,Middle,Arts & Crafts,$73.23 ,8.0,Online,2.0,2.0,2.0,Low,Very Sensitive,1.0,2.0,Low,Smartphone,Credit Card,7/17/2024,True,,Need-based,No Preference,6.0
28.0,Male,High,Divorced,Master's,Middle,Furniture,$450.47 ,11.0,Online,5.0,2.0,2.0,,,2.0,3.0,,Smartphone,Credit Card,3/18/2024,True,True,Wants-based,Express,10.0
33.0,Male,Middle,Single,High School,High,Food & Beverages,$175.74 ,5.0,Online,5.0,4.0,1.0,Medium,Not Sensitive,0.0,6.0,,Tablet,Cash,7/18/2024,False,True,Impulsive,No Preference,6.0
31.0,Female,Middle,Single,Master's,High,Hotels,$182.60 ,4.0,Online,5.0,2.0,0.3,Low,Not Sensitive,2.0,9.0,,Tablet,PayPal,5/31/2024,False,True,Wants-based,Express,5.0
20.0,Female,Middle,Widowed,Bachelor's,High,Jewelry & Accessories,$497.80 ,2.0,Online,3.0,5.0,0.2,High,Somewhat Sensitive,,2.0,Medium,Smartphone,Other,1/21/2024,True,,Wants-based,No Preference,9.0
32.0,Male,High,Divorced,High School,High,Food & Beverages,$171.17 ,4.0,,1.0,3.0,0.0,High,Somewhat Sensitive,0.0,4.0,Medium,Desktop,Debit Card,6/15/2024,False,True,Wants-based,Standard,12.0
27.0,Female,Middle,Single,Bachelor's,High,Jewelry & Accessories,,3.0,In-Store,4.0,5.0,1.0,Low,Not Sensitive,,,,Smartphone,Cash,4/19/2024,True,True,Wants-based,Standard,11.0
19.0,Female,Middle,Widowed,Bachelor's,Middle,Sports & Outdoors,$210.58 ,10.0,,5.0,1.0,2.0,Low,Somewhat Sensitive,1.0,3.0,,Tablet,Debit Card,,True,True,Planned,No Preference,8.0
50.0,Male,Middle,Single,High School,Middle,,$199.64 ,11.0,Online,5.0,4.0,1.0,High,Somewhat Sensitive,1.0,5.0,High,Desktop,PayPal,9/4/2024,False,,Planned,Express,8.0
40.0,Polygender,High,Married,Bachelor's,Middle,Packages),$162.22 ,10.0,In-Store,5.0,5.0,0.2,High,Somewhat Sensitive,1.0,1.0,Medium,Desktop,Other,4/28/2024,True,True,Wants-based,No Preference,8.0
20.0,Male,High,Married,Bachelor's,High,Sports & Outdoors,$401.75 ,8.0,Online,3.0,4.0,0.3,,Somewhat Sensitive,1.0,8.0,High,Smartphone,PayPal,12/8/2024,False,True,Wants-based,Standard,6.0
24.0,Female,Middle,Married,Master's,Middle,Luxury Goods,$365.88 ,12.0,Online,3.0,3.0,2.0,Medium,Very Sensitive,0.0,9.0,High,Smartphone,Other,11/5/2024,True,False,Need-based,Express,7.0
46.0,Male,Middle,Single,High School,Middle,Beauty & Personal Care,$58.29 ,,Mixed,2.0,3.0,2.0,,Somewhat Sensitive,1.0,7.0,Low,Tablet,Other,2/13/2024,False,True,Impulsive,Standard,14.0
50.0,Male,High,Married,Master's,High,Health Supplements,$66.86 ,3.0,Mixed,1.0,1.0,1.0,Medium,Very Sensitive,0.0,10.0,Medium,Desktop,Other,1/25/2024,True,True,Wants-based,Express,9.0
29.0,Female,High,Single,Bachelor's,Middle,Groceries,$279.34 ,5.0,Mixed,3.0,1.0,0.0,Medium,Very Sensitive,2.0,6.0,Low,Tablet,PayPal,,False,True,Wants-based,No Preference,11.0
34.0,Genderfluid,High,Divorced,Bachelor's,High,Electronics,$358.50 ,3.0,Online,3.0,4.0,2.0,Medium,Very Sensitive,2.0,3.0,,Tablet,Cash,11/14/2024,,True,Impulsive,Standard,8.0
44.0,Female,High,Widowed,Bachelor's,High,Jewelry & Accessories,$360.92 ,7.0,Online,2.0,1.0,2.0,,Very Sensitive,0.0,9.0,Low,Smartphone,PayPal,11/10/2024,False,True,Impulsive,Standard,8.0
38.0,Genderqueer,Middle,Married,Master's,High,Groceries,$374.36 ,4.0,Online,2.0,2.0,0.0,,Somewhat Sensitive,1.0,9.0,,Smartphone,Other,10/3/2024,False,False,Wants-based,Standard,1.0
22.0,Genderfluid,High,Widowed,High School,Middle,Baby Products,$435.37 ,11.0,Online,4.0,2.0,,Low,Very Sensitive,0.0,3.0,High,Tablet,Credit Card,8/30/2024,True,True,Planned,Standard,4.0
44.0,Male,High,Single,Master's,High,Home Appliances,$459.30 ,9.0,Online,4.0,4.0,,,Somewhat Sensitive,2.0,5.0,Medium,Desktop,Other,10/9/2024,False,True,Planned,No Preference,1.0
43.0,Female,High,Divorced,Master's,Middle,,$426.89 ,2.0,Mixed,5.0,1.0,1.0,High,Not Sensitive,1.0,3.0,Low,Smartphone,PayPal,11/2/2024,True,False,Wants-based,Express,10.0
25.0,Male,Middle,Divorced,Master's,High,Animal Feed,$365.37 ,6.0,Mixed,1.0,2.0,1.0,Low,Very Sensitive,1.0,5.0,Low,Smartphone,PayPal,7/2/2024,True,True,Wants-based,Express,7.0
21.0,Female,Middle,Divorced,Master's,,Mobile Accessories,$487.25 ,4.0,Online,3.0,2.0,1.0,High,Very Sensitive,0.0,4.0,High,Desktop,Cash,10/8/2024,False,False,Wants-based,Standard,1.0
29.0,Female,Middle,Married,High School,High,Baby Products,$187.22 ,10.0,Online,,3.0,0.0,,Very Sensitive,1.0,4.0,Low,Desktop,Credit Card,6/4/2024,False,False,Wants-based,Standard,4.0
41.0,Male,High,,Master's,High,Toys & Games,$396.82 ,7.0,Mixed,3.0,4.0,1.0,,Somewhat Sensitive,1.0,9.0,High,Desktop,Credit Card,8/13/2024,True,True,Need-based,No Preference,9.0
38.0,Genderfluid,High,Divorced,Master's,High,Travel & Leisure (Flights,$246.74 ,10.0,Online,,3.0,0.0,Medium,Not Sensitive,1.0,6.0,High,Desktop,PayPal,3/27/2024,False,False,Need-based,Express,8.0
26.0,Male,High,Widowed,Bachelor's,High,Luxury Goods,$128.74 ,12.0,Mixed,5.0,1.0,1.0,Medium,Somewhat Sensitive,1.0,8.0,High,Desktop,PayPal,1/6/2024,False,True,Planned,Standard,1.0
41.0,Female,Middle,,Master's,Middle,Toys & Games,$339.63 ,2.0,In-Store,3.0,3.0,2.0,Medium,Very Sensitive,2.0,1.0,Low,Tablet,,8/26/2024,True,False,Impulsive,No Preference,6.0
46.0,Female,High,Single,,High,Sports & Outdoors,$223.58 ,11.0,Mixed,4.0,3.0,0.0,High,Very Sensitive,0.0,6.0,,Tablet,PayPal,5/20/2024,False,False,Impulsive,No Preference,11.0
39.0,Genderqueer,High,Widowed,Bachelor's,Middle,Gardening & Outdoors,$446.92 ,5.0,Mixed,1.0,1.0,1.0,Medium,Very Sensitive,2.0,,,Smartphone,PayPal,7/19/2024,True,False,Planned,Express,10.0
43.0,Male,Middle,Divorced,,Middle,Electronics,$175.65 ,11.0,Mixed,4.0,3.0,2.0,Low,Not Sensitive,1.0,7.0,,Tablet,Other,12/8/2024,False,True,Wants-based,Express,
44.0,Genderfluid,Middle,Married,Bachelor's,Middle,Clothing,$491.49 ,,Mixed,1.0,1.0,0.0,Low,Somewhat Sensitive,2.0,7.0,,Desktop,PayPal,,False,False,,Standard,1.0
